,question1,question2,is_duplicate,kw
1544,Can a B12 be taken when you have a tooth abscess/bacterial infection?,"The endodontist dug into my abscessed tooth and removed some pus to reduce swelling in my cheeks. However, he left the hole on tooth open so that the pus can gradually drain over a week after which he can do an RC. Won't the open tooth hole attract more infection?",0,['infect']
1545,Is the website Putlocker a legal and non virus website to watch movies and T.V. shows?,"If I use websites like Rainerland or Potluck to watch shows or movies, is it illegal?",0,['virus']
1546,Who is the best doctor/dermatologist for hair fall treatment in Hyderabad?,Who is the best doctor/dermatologist for hair fall treatment in Bangalore?,0,['treatment']
1547,What is a suitable inpatient drug and alcohol rehab center near Will County IL?,What is a suitable inpatient drug and alcohol rehab center near Champaign County IL?,0,['patient']
1548,What is a healthy oil for cooking with high heat?,What is the healthiest oil to use for deep frying?,0,['health']
1549,How do we stop the anti vaccine movement?,How and when did the anti-vaccination movement begin?,0,['vaccine']
1550,"When brushing teeth, which is better for health? Cold water or warm water?",Is it safe to brush your teeth with water from the sink of an airplane lavatory?,0,['health']
1551,"Should a woman in a relationship give a man sex every time he wants it, whether she's in the mood or not?","Is it socially irresponsible for a woman to have unprotected oral sex with a man and not tell him if she has had cold sores (herpes) in the past, but does not currently have any active infections?",0,"['infect', 'protect']"
1552,Is it harmful to our mental health if we keep feeling sad that we have not found our life partner (boyfriend/girlfriend)?,What is the cause for apoptosis?,0,['health']
1553,Which is a suitable inpatient drug and alcohol rehab center near Hancock County IA?,Which is a suitable inpatient drug and alcohol rehab center near Warren County IA?,0,['patient']
1554,How healthy are the NAKED juice smoothies?,How is the best way to market juice and smoothies?,0,['health']
1555,Can lead oxide be reduced by hydrogen?,Can gynaecomastia only be reduced by medicine?,0,['medicine']
1556,How can I prevent myself from getting depressed by my father's views?,How do I prevent myself from getting depressed?,0,['prevent']
1557,Is Faith considered a mental illness by the Diagnostic and Statistical Manual of Mental Disorders (DSM)?,Why are religious beliefs exempted from the Diagnostic and Statistical Manual of Mental Disorders (DSM)?,0,['illness']
1558,Can methadone be used as sex medicine?,How do you consider sex as medicine?,0,['medicine']
1559,What are symptoms that you're going to vomit?,Is there a reason to go to the doctor if I feel healthy and have no symptoms of anything?,0,"['health', 'symptom']"
1560,What is the best treatment for white hair?,What are the best treatments for female hair thinning?,0,['treatment']
1561,Where is the zika virus?,What is Zika virus and how is it transmitted?,0,['virus']
1562,What is the best thing to do for your wife if your father-in-law dies from a prolonged illness?,If father in law dont let you phone your wife then what to do?,0,['illness']
1563,Does taking NSAIDs after a flu shot reduce the immunological response?,What are the disadvantages of getting flu and cold shots in winter?,0,['flu ']
1564,When is the appropriate time to do a pregnancy test after taking an unwanted 72-hour pill?,How do 72 hour emergency contraceptive pills prevent pregnancy?,0,['prevent']
1565,"A constant worry about future, parents health is eating me up, I have a good job, good life but in my subconscious mind I am not happy. How to deal?","I want to get in touch with a company that will launch a (sustainble) product on a crowfunding side, such as Kickstarter, Indiegogo etc. suggestions?",0,['health']
1566,What is the difference between DNB and MD/MS. Which one is of higher value?,"Between an MD (doctor of medicine) and an MS (master of surgery), which one is better and more famous?",0,['medicine']
1567,Is it possible for two narcissists to have a healthy relationship?,"Does everyone always get sleep paralysis, or does it depend on sleep position, genetics, and or time of waking?",0,['health']
1568,Is it true that this insect can cause a skin disease like the one shown? [See details below],What kind of doctor do you see for an insect bite?,0,['disease']
1569,Why do mens' stomachs get bigger when they are 30 or 40 and above?,How can I prevent my stomach from getting bigger every single day?,0,['prevent']
1570,What exactly is the exemption in Section 10(34)/10(35) under the Income Tax Act?,Does kidney disease comes under income tax act 80DDB?,0,['disease']
1571,"How do I monitor oncoming dryness of my skin, so I know when and where to apply moisturizer proactively?",Why does Proactiv burn when applied to my face? How can this be prevented?,0,['prevent']
1572,Will a boil go away without any antibiotics treatment? How long will it take?,Is using animal antibiotics worse than going without?,0,['treatment']
1573,How does asthma affect homeostasis?,Is fainting a symptom of asthma,0,['symptom']
1574,Why surgical masks have a blue and white side?,What is the best color siding to compliment white washed brick?,0,['mask']
1575,What antivirus is better than kaspersky?,Which Antivirus is better: Avast or Kaspersky?,0,['virus']
1576,How I got cured of herpes virus?,What disease does herpes virus cause?,0,"['virus', 'disease']"
1577,I need Solution Manual for accounting Information Systems The Crossroads of accounting and IT 1st Edition by Kay?,What are some typical challenges in moving archive data from conventional data warehouse systems to Hadoop? What is the business objective for that migration?,0,['hiv']
1578,What is the best free anti-virus and internet protection?,What's the best free antivirus software available for Windows?,0,"['virus', 'protect']"
1579,What is the treatment for Adenomyosis (spongy uterus)?,What is Adenomyosis (spongy uterus)?,0,['treatment']
1580,What is the best programming language to build a file archiver?,What is the best programming language to build a database?,0,['hiv']
1581,What measures should be taken to prevent pulse hoarding?,How can I stop hoarding eBooks?,0,['prevent']
1582,"Is Lord Shiva held captive in Mecca, Saudi Arabia?",Does Hulu Plus work in Saudi Arabia?,0,['hiv']
1583,What are the medicines or any powders to gain weight in India?,What is the best supplement to use for weight gain?,0,['medicine']
1584,What is mental illness?,Is mental Illness really an illness?,0,['illness']
1585,What's a good way to mix henna to lighten hair color from deep brown to lighter and more reddish brown and maybe also prevent hair loss and dandruff?,"Other than a henna, what is a good, safe, all natural way to color hair?",0,['prevent']
1586,How can we make our own AI app?,Do you follow Arvind Kejriwal or Shiv Kumar of saharanpur on money exchange panic?,0,['hiv']
1587,"If a wound is itchy, does that mean its healing or infected?",Does removing the scabs off a healing wound speed the healing process?,0,['infect']
1588,Should being transgender be considered a mental illness?,Is homosexuality a mental illness?,0,['illness']
1589,What is the healthy pH level of human urine?,Is human urine acidic or alkaline? What affects its pH?,0,['health']
